mic;symbol;isin;date;open_value;high_value;low_value;last_value;change_prev_close_percentage;turnover
XZAG;CBX;HRZB00ICBEX6;20.6.2022;2004,39;2007,59;1988,9;1993,82;-0,49;947741,99
XZAG;CBX;HRZB00ICBEX6;17.6.2022;2037,59;2037,59;2001,44;2003,67;-1,67;1041931,48
XZAG;CBX;HRZB00ICBEX6;15.6.2022;2044,5;2048,91;2032,4;2037,66;-0,33;469731,12
XZAG;CBX;HRZB00ICBEX6;14.6.2022;2057,66;2057,66;2044,5;2044,5;-0,81;812190,15
XZAG;CBX;HRZB00ICBEX6;13.6.2022;2099,16;2099,16;2058,31;2061,2;-1,88;1364074,8
XZAG;CBX;HRZB00ICBEX6;10.6.2022;2102,5;2104,21;2098,73;2100,59;-0,09;494407,98
XZAG;CBX;HRZB00ICBEX6;9.6.2022;2097,54;2105,07;2096,15;2102,5;0,19;426699,34
XZAG;CBX;HRZB00ICBEX6;8.6.2022;2097,16;2099,39;2092,42;2098,47;0,06;423538,99
XZAG;CBX;HRZB00ICBEX6;7.6.2022;2099,35;2102,29;2095,34;2097,16;-0,1;573766,67
XZAG;CBX;HRZB00ICBEX6;6.6.2022;2092,17;2099,35;2088,61;2099,35;0,34;606818,16
XZAG;CBX;HRZB00ICBEX6;3.6.2022;2088,16;2101,59;2088,16;2092,17;0,19;900322,9
XZAG;CBX;HRZB00ICBEX6;2.6.2022;2078,39;2088,16;2077,2;2088,16;0,45;891684,26
XZAG;CBX;HRZB00ICBEX6;1.6.2022;2079,4;2083,55;2074,75;2078,81;0,02;1125455,43
XZAG;CBX;HRZB00ICBEX6;31.5.2022;2086,65;2091,52;2077,67;2078,38;-0,4;958656,51
XZAG;CBX;HRZB00ICBEX6;27.5.2022;2088,09;2092,82;2084,3;2086,65;-0,07;596322,61
XZAG;CBX;HRZB00ICBEX6;26.5.2022;2088,3;2090,22;2084,74;2088,01;-0,14;420138,88
XZAG;CBX;HRZB00ICBEX6;25.5.2022;2086,79;2094,24;2081,41;2091,03;0,2;950620,92
XZAG;CBX;HRZB00ICBEX6;24.5.2022;2090,25;2090,88;2082,99;2086,8;-0,17;432475,15
XZAG;CBX;HRZB00ICBEX6;23.5.2022;2082,34;2095,09;2081,83;2090,25;0,41;505820,87
XZAG;CBX;HRZB00ICBEX6;20.5.2022;2073,18;2086,11;2073,18;2081,62;0,39;346346,57
XZAG;CBX;HRZB00ICBEX6;19.5.2022;2080,47;2081,02;2069,95;2073,54;-0,32;358954,87
XZAG;CBX;HRZB00ICBEX6;18.5.2022;2085;2091,37;2080,3;2080,3;-0,23;653762,4
XZAG;CBX;HRZB00ICBEX6;17.5.2022;2077,86;2087,28;2077,86;2085;0,34;940265,46
XZAG;CBX;HRZB00ICBEX6;16.5.2022;2082,46;2082,46;2074,26;2077,86;-0,22;638572,91
XZAG;CBX;HRZB00ICBEX6;13.5.2022;2075,78;2083,08;2072,84;2082,46;0,42;616089,02
XZAG;CBX;HRZB00ICBEX6;12.5.2022;2101,98;2101,98;2073,41;2073,72;-1,4;1400608
XZAG;CBX;HRZB00ICBEX6;11.5.2022;2097,11;2107,62;2096,75;2103,25;0,35;490818,31
XZAG;CBX;HRZB00ICBEX6;10.5.2022;2103,92;2104,77;2091,63;2096,01;-0,32;939465,81
XZAG;CBX;HRZB00ICBEX6;9.5.2022;2109,9;2109,9;2094,29;2102,65;-0,38;1107045,72
XZAG;CBX;HRZB00ICBEX6;6.5.2022;2128,94;2129,64;2106,07;2110,58;-0,92;1345225,55
XZAG;CBX;HRZB00ICBEX6;5.5.2022;2114,1;2133,07;2113,07;2130,21;0,79;1027047,25
XZAG;CBX;HRZB00ICBEX6;4.5.2022;2115,1;2119,56;2112,48;2113,55;-0,41;1508708,5
XZAG;CBX;HRZB00ICBEX6;3.5.2022;2127,54;2130,02;2118,96;2122,23;-0,24;1087770,48
XZAG;CBX;HRZB00ICBEX6;2.5.2022;2129,32;2129,97;2121,23;2127,41;-0,09;1250514,15
XZAG;CBX;HRZB00ICBEX6;29.4.2022;2127,78;2133,32;2124,96;2129,32;0,09;1552845,85
XZAG;CBX;HRZB00ICBEX6;28.4.2022;2117,88;2131,51;2117,88;2127,47;0,47;982109,83
XZAG;CBX;HRZB00ICBEX6;27.4.2022;2123,12;2125,3;2112,54;2117,56;-0,29;745899,85
XZAG;CBX;HRZB00ICBEX6;26.4.2022;2119,8;2129,46;2112,59;2123,67;0,18;833079,49
XZAG;CBX;HRZB00ICBEX6;25.4.2022;2135,7;2135,7;2117,97;2119,8;-0,67;511500,63
XZAG;CBX;HRZB00ICBEX6;22.4.2022;2135,41;2136,08;2124,58;2134,16;-0,09;847648,15
XZAG;CBX;HRZB00ICBEX6;21.4.2022;2130,03;2138,75;2120,77;2136,09;0,11;868740,03
XZAG;CBX;HRZB00ICBEX6;20.4.2022;2118,29;2137,78;2115,54;2133,84;0,79;1383445,15
XZAG;CBX;HRZB00ICBEX6;19.4.2022;2120,28;2128,02;2116,52;2117,19;-0,12;606323,98
XZAG;CBX;HRZB00ICBEX6;14.4.2022;2122,06;2123,03;2114,67;2119,81;-0,08;518926,86
XZAG;CBX;HRZB00ICBEX6;13.4.2022;2130,14;2130,26;2118,95;2121,57;-0,43;815967,07
XZAG;CBX;HRZB00ICBEX6;12.4.2022;2145,77;2146,99;2128,5;2130,63;-0,69;758204,15
XZAG;CBX;HRZB00ICBEX6;11.4.2022;2134,33;2148,13;2133,79;2145,42;0,52;1744207,98
XZAG;CBX;HRZB00ICBEX6;8.4.2022;2113,32;2134,64;2113,32;2134,33;0,99;812113,44
XZAG;CBX;HRZB00ICBEX6;7.4.2022;2114,58;2116,88;2108,85;2113,32;-0,06;840577,41
XZAG;CBX;HRZB00ICBEX6;6.4.2022;2119,86;2120,17;2110,9;2114,58;-0,25;1026954,78
XZAG;CBX;HRZB00ICBEX6;5.4.2022;2108,67;2120,74;2108,61;2119,86;0,53;624914,7
XZAG;CBX;HRZB00ICBEX6;4.4.2022;2092,39;2110,35;2090,05;2108,67;0,78;954857,12
XZAG;CBX;HRZB00ICBEX6;1.4.2022;2097,83;2099,49;2088,96;2092,39;-0,29;422960,88
XZAG;CBX;HRZB00ICBEX6;31.3.2022;2106,33;2109,7;2094,92;2098,47;-0,37;990501,52
XZAG;CBX;HRZB00ICBEX6;30.3.2022;2118,27;2118,27;2096,62;2106,26;-0,57;558876,27
XZAG;CBX;HRZB00ICBEX6;29.3.2022;2073,02;2118,27;2072,83;2118,27;2,16;1152078,39
XZAG;CBX;HRZB00ICBEX6;28.3.2022;2056,99;2073,98;2056,99;2073,56;0,81;1043175,49
XZAG;CBX;HRZB00ICBEX6;25.3.2022;2053,78;2069,07;2051,85;2056,83;0,15;443389,89
XZAG;CBX;HRZB00ICBEX6;24.3.2022;2060,12;2061,98;2050,35;2053,78;-0,43;502636,96
XZAG;CBX;HRZB00ICBEX6;23.3.2022;2064,3;2069,87;2058,78;2062,57;-0,3;856811,54
XZAG;CBX;HRZB00ICBEX6;22.3.2022;2066,03;2069,32;2053,15;2068,71;0,13;972233,27
XZAG;CBX;HRZB00ICBEX6;21.3.2022;2049,83;2066,98;2049,83;2066,03;0,78;906038,68
XZAG;CBX;HRZB00ICBEX6;18.3.2022;2041,85;2069,08;2041,02;2050,1;0,4;1384020,79
XZAG;CBX;HRZB00ICBEX6;17.3.2022;2035,96;2042,77;2032,6;2041,85;0,37;808627,96
XZAG;CBX;HRZB00ICBEX6;16.3.2022;1998,88;2035,63;1997,71;2034,32;1,77;1661771,29
XZAG;CBX;HRZB00ICBEX6;15.3.2022;1988,22;2000,28;1982,45;1998,88;0,51;915678,51
XZAG;CBX;HRZB00ICBEX6;14.3.2022;1974,23;1994,38;1974,23;1988,76;0,69;742154,99
XZAG;CBX;HRZB00ICBEX6;11.3.2022;1962,31;1978,14;1962,31;1975,12;0,65;754719,73
XZAG;CBX;HRZB00ICBEX6;10.3.2022;1962,4;1969,81;1959,42;1962,4;0;975530,99
XZAG;CBX;HRZB00ICBEX6;9.3.2022;1915,59;1968,5;1915,59;1962,4;2,51;1943816,92
XZAG;CBX;HRZB00ICBEX6;8.3.2022;1907;1922,05;1907;1914,42;0,39;1365638,68
XZAG;CBX;HRZB00ICBEX6;7.3.2022;1945,88;1945,88;1872,73;1907;-2,03;2716247,89
XZAG;CBX;HRZB00ICBEX6;4.3.2022;1983,59;1983,59;1945,57;1946,54;-1,94;1548269,07
XZAG;CBX;HRZB00ICBEX6;3.3.2022;1976,1;1986;1965,11;1985,05;0,45;1667723,07
XZAG;CBX;HRZB00ICBEX6;2.3.2022;1981,25;1982,15;1969,85;1976,1;-0,28;2203109,31
XZAG;CBX;HRZB00ICBEX6;1.3.2022;1999,68;2010,43;1981,72;1981,72;-0,9;1522975,05
XZAG;CBX;HRZB00ICBEX6;28.2.2022;2042,24;2042,25;1980,55;1999,68;-2,08;2561117,1
XZAG;CBX;HRZB00ICBEX6;25.2.2022;1985,09;2042,32;1984,58;2042,24;2,98;2407292,38
XZAG;CBX;HRZB00ICBEX6;24.2.2022;2120,37;2120,37;1968,78;1983,12;-6,48;3649200,12
XZAG;CBX;HRZB00ICBEX6;23.2.2022;2100,31;2123,29;2100,31;2120,64;1,01;1144596,82
XZAG;CBX;HRZB00ICBEX6;22.2.2022;2123,29;2123,29;2079,75;2099,41;-1,23;956136,88
XZAG;CBX;HRZB00ICBEX6;21.2.2022;2120,39;2137,19;2120,39;2125,62;0,21;461255,7
XZAG;CBX;HRZB00ICBEX6;18.2.2022;2138,14;2141,8;2119,78;2121,11;-0,8;656268,54
XZAG;CBX;HRZB00ICBEX6;17.2.2022;2150,5;2152,03;2138,12;2138,12;-0,58;1083445,7
XZAG;CBX;HRZB00ICBEX6;16.2.2022;2132,79;2154,1;2132,79;2150,59;0,84;544525,98
XZAG;CBX;HRZB00ICBEX6;15.2.2022;2122,72;2139,64;2120,21;2132,73;0,47;556316,94
XZAG;CBX;HRZB00ICBEX6;14.2.2022;2163,68;2163,68;2111,32;2122,72;-1,94;1203371,79
XZAG;CBX;HRZB00ICBEX6;11.2.2022;2165,88;2171,37;2161,96;2164,71;-0,03;732403,58
XZAG;CBX;HRZB00ICBEX6;10.2.2022;2163,35;2176,13;2162,84;2165,37;0,12;961801,65
XZAG;CBX;HRZB00ICBEX6;9.2.2022;2142,44;2162,7;2141,78;2162,7;0,98;709284,35
XZAG;CBX;HRZB00ICBEX6;8.2.2022;2132,39;2142,28;2132,36;2141,73;0,44;671012,2
XZAG;CBX;HRZB00ICBEX6;7.2.2022;2132,38;2141,68;2132,05;2132,39;0,03;297121,39
XZAG;CBX;HRZB00ICBEX6;4.2.2022;2130,45;2137,43;2129,11;2131,85;0,03;415080,54
XZAG;CBX;HRZB00ICBEX6;3.2.2022;2145,26;2146,7;2131,11;2131,11;-0,54;253910,1
XZAG;CBX;HRZB00ICBEX6;2.2.2022;2145,45;2149,98;2140,74;2142,64;-0,13;397847,81
XZAG;CBX;HRZB00ICBEX6;1.2.2022;2132,61;2148,35;2128,61;2145,45;0,6;842925,58
XZAG;CBX;HRZB00ICBEX6;31.1.2022;2125,83;2136,03;2123,73;2132,61;0,33;381773,55
XZAG;CBX;HRZB00ICBEX6;28.1.2022;2125,07;2128,85;2122,31;2125,65;0,09;490666,49
XZAG;CBX;HRZB00ICBEX6;27.1.2022;2146,5;2146,5;2122,54;2123,83;-1,09;607279,11
XZAG;CBX;HRZB00ICBEX6;26.1.2022;2122,86;2149,81;2122,86;2147,32;1,15;849759,55
XZAG;CBX;HRZB00ICBEX6;25.1.2022;2110,55;2125,87;2102,41;2122,86;0,62;1141811,26
XZAG;CBX;HRZB00ICBEX6;24.1.2022;2164,82;2164,82;2109,83;2109,83;-2,54;2030073,06
XZAG;CBX;HRZB00ICBEX6;21.1.2022;2205,32;2205,43;2159,41;2164,82;-1,86;1902975,17
XZAG;CBX;HRZB00ICBEX6;20.1.2022;2213,27;2214,78;2203,62;2205,9;-0,33;1487689,36
XZAG;CBX;HRZB00ICBEX6;19.1.2022;2200,4;2220,05;2199,99;2213,26;0,54;1207519,52
XZAG;CBX;HRZB00ICBEX6;18.1.2022;2188,84;2206,47;2188,43;2201,31;0,62;1053659,49
XZAG;CBX;HRZB00ICBEX6;17.1.2022;2170,8;2195;2170,8;2187,68;0,75;1627620,33
XZAG;CBX;HRZB00ICBEX6;14.1.2022;2158,38;2175,57;2156,42;2171,46;0,62;1271104,61
XZAG;CBX;HRZB00ICBEX6;13.1.2022;2158,9;2162,96;2156,59;2158,15;0,03;281011,02
XZAG;CBX;HRZB00ICBEX6;12.1.2022;2150,77;2161,28;2147,28;2157,58;0,33;584681,1
XZAG;CBX;HRZB00ICBEX6;11.1.2022;2142,14;2152,18;2135,97;2150,46;0,46;821878,05
XZAG;CBX;HRZB00ICBEX6;10.1.2022;2140,16;2143,88;2130,67;2140,59;0,08;847458,61
XZAG;CBX;HRZB00ICBEX6;7.1.2022;2131,84;2141,06;2121,73;2138,85;0,33;441608,84
XZAG;CBX;HRZB00ICBEX6;5.1.2022;2131,6;2135,65;2124,13;2131,84;0,01;881680,27
XZAG;CBX;HRZB00ICBEX6;4.1.2022;2129,43;2136,61;2127,46;2131,6;0,14;535456,79
XZAG;CBX;HRZB00ICBEX6;3.1.2022;2079,41;2129,44;2079,18;2128,54;2,37;1333800,52
XZAG;CBX;HRZB00ICBEX6;30.12.2021;2076,61;2085,23;2072,8;2079,35;0,15;693962,69
XZAG;CBX;HRZB00ICBEX6;29.12.2021;2059,25;2076,26;2058,69;2076,26;0,83;651511,76
XZAG;CBX;HRZB00ICBEX6;28.12.2021;2047,32;2062,65;2047,32;2059,25;0,56;527447,35
XZAG;CBX;HRZB00ICBEX6;27.12.2021;2043,28;2050,59;2042,4;2047,73;0,24;580225,5
XZAG;CBX;HRZB00ICBEX6;23.12.2021;2041,09;2042,76;2036,23;2042,76;0,05;979473,02
XZAG;CBX;HRZB00ICBEX6;22.12.2021;2036,29;2043,49;2032,23;2041,65;0,31;368181,54
XZAG;CBX;HRZB00ICBEX6;21.12.2021;2028,89;2036,76;2027,3;2035,4;0,3;500488,14
XZAG;CBX;HRZB00ICBEX6;20.12.2021;2035,03;2039;2025,47;2029,41;-0,28;679304,5
XZAG;CBX;HRZB00ICBEX6;17.12.2021;2034,1;2039,68;2029,79;2035,2;0,05;729931,87
XZAG;CBX;HRZB00ICBEX6;16.12.2021;2022,09;2034,79;2022,09;2034,1;0,68;730875,9
XZAG;CBX;HRZB00ICBEX6;15.12.2021;2021,15;2024,01;2014,9;2020,35;-0,04;1725966,99
XZAG;CBX;HRZB00ICBEX6;14.12.2021;2016,02;2021,5;2014,75;2021,15;0,25;944088,91
XZAG;CBX;HRZB00ICBEX6;13.12.2021;2015,91;2027,68;2014,76;2016,02;-0,02;1194673,82
XZAG;CBX;HRZB00ICBEX6;10.12.2021;2010,31;2016,43;2005,3;2016,43;0,28;728348,24
XZAG;CBX;HRZB00ICBEX6;9.12.2021;1997,42;2010,83;1996,91;2010,83;0,75;280695,16
XZAG;CBX;HRZB00ICBEX6;8.12.2021;2002,57;2003,09;1994,16;1995,79;-0,37;437394,18
XZAG;CBX;HRZB00ICBEX6;7.12.2021;1993,24;2006,02;1993,24;2003,15;0,57;1049201,08
XZAG;CBX;HRZB00ICBEX6;6.12.2021;1993,37;1999,63;1991,31;1991,88;-0,07;572217,44
XZAG;CBX;HRZB00ICBEX6;3.12.2021;1986,59;1994,9;1986,59;1993,37;0,37;317382,41
XZAG;CBX;HRZB00ICBEX6;2.12.2021;1991,57;1991,87;1984,74;1985,93;-0,28;579494,06
XZAG;CBX;HRZB00ICBEX6;1.12.2021;1981;1992,5;1979,99;1991,57;0,53;336574,59
XZAG;CBX;HRZB00ICBEX6;30.11.2021;1980,64;1983,86;1977,7;1981;0,02;1013732,28
XZAG;CBX;HRZB00ICBEX6;29.11.2021;1984,8;1984,8;1975,06;1980,64;-0,23;851325,23
XZAG;CBX;HRZB00ICBEX6;26.11.2021;2003,79;2003,79;1982,01;1985,29;-0,98;1211652,75
XZAG;CBX;HRZB00ICBEX6;25.11.2021;2000,63;2005,06;2000,51;2004,9;0,21;372749,7
XZAG;CBX;HRZB00ICBEX6;24.11.2021;1996,39;2003,66;1996,39;2000,63;0,21;286265,38
XZAG;CBX;HRZB00ICBEX6;23.11.2021;2007,94;2007,94;1994,5;1996,39;-0,58;513108,41
XZAG;CBX;HRZB00ICBEX6;22.11.2021;1996;2011,15;1996;2007,94;0,69;455543,77
XZAG;CBX;HRZB00ICBEX6;19.11.2021;1991,99;1998,33;1991,11;1994,26;0,12;549594,5
XZAG;CBX;HRZB00ICBEX6;17.11.2021;1995,01;1998,07;1988,78;1991,81;-0,11;755269,84
XZAG;CBX;HRZB00ICBEX6;16.11.2021;2000,6;2000,6;1993,83;1994,07;-0,31;664828,95
XZAG;CBX;HRZB00ICBEX6;15.11.2021;2012,18;2015,41;2000,19;2000,19;-0,6;437617,67
XZAG;CBX;HRZB00ICBEX6;12.11.2021;2008,8;2014;2008,8;2012,18;0,17;650753,43
XZAG;CBX;HRZB00ICBEX6;11.11.2021;2004,32;2010,69;2003,74;2008,8;0,22;884823,36
XZAG;CBX;HRZB00ICBEX6;10.11.2021;2011,4;2015,02;2004,32;2004,32;-0,28;482711,32
XZAG;CBX;HRZB00ICBEX6;9.11.2021;2012,53;2018,65;2007,97;2009,85;-0,08;365491,89
XZAG;CBX;HRZB00ICBEX6;8.11.2021;1996,95;2016,28;1991,42;2011,5;0,7;357689,95
XZAG;CBX;HRZB00ICBEX6;5.11.2021;2003,21;2012,39;1997,42;1997,42;-0,35;502409,32
XZAG;CBX;HRZB00ICBEX6;4.11.2021;2016,67;2021,61;2003,13;2004,44;-0,64;621753,55
XZAG;CBX;HRZB00ICBEX6;3.11.2021;2002,02;2018,59;1995,74;2017,34;0,74;1048331,75
XZAG;CBX;HRZB00ICBEX6;2.11.2021;2033,92;2033,92;2002,51;2002,56;-1,47;1574431,23
XZAG;CBX;HRZB00ICBEX6;29.10.2021;2058,26;2061,82;2032,05;2032,51;-1,25;1685604,54
XZAG;CBX;HRZB00ICBEX6;28.10.2021;2029,86;2061,84;2028,15;2058,26;1,52;1118106,25
XZAG;CBX;HRZB00ICBEX6;27.10.2021;2047,57;2047,57;2022,58;2027,4;-0,96;1278341,93
XZAG;CBX;HRZB00ICBEX6;26.10.2021;2046,62;2053,64;2044,02;2047,05;0;977519,04
XZAG;CBX;HRZB00ICBEX6;25.10.2021;2050,66;2056,61;2044,22;2046,98;-0,07;1020212,42
XZAG;CBX;HRZB00ICBEX6;22.10.2021;2046,08;2056,16;2046,08;2048,34;0,09;250394,4
XZAG;CBX;HRZB00ICBEX6;21.10.2021;2049,92;2058,9;2046,49;2046,49;-0,16;487151,52
XZAG;CBX;HRZB00ICBEX6;20.10.2021;2047,77;2050,56;2043,87;2049,78;0,07;539926,71
XZAG;CBX;HRZB00ICBEX6;19.10.2021;2041,07;2048,95;2039,56;2048,29;0,29;400419,92
XZAG;CBX;HRZB00ICBEX6;18.10.2021;2047,81;2051;2041,6;2042,4;-0,26;1200988,78
XZAG;CBX;HRZB00ICBEX6;15.10.2021;2047,27;2053,2;2044,56;2047,81;0,03;637372,92
XZAG;CBX;HRZB00ICBEX6;14.10.2021;2045,58;2053,53;2044,86;2047,27;0,08;935734,3
XZAG;CBX;HRZB00ICBEX6;13.10.2021;2044,01;2045,99;2039,51;2045,58;0,08;1458469,87
XZAG;CBX;HRZB00ICBEX6;12.10.2021;2042,41;2045,89;2039,34;2044,01;0,1;835864,91
XZAG;CBX;HRZB00ICBEX6;11.10.2021;2033,99;2046,06;2026,3;2042,05;0,4;1098751,36
XZAG;CBX;HRZB00ICBEX6;8.10.2021;2038,43;2042,07;2031,84;2033,99;-0,2;638053,3
XZAG;CBX;HRZB00ICBEX6;7.10.2021;2032,7;2044,51;2031,06;2038,08;0,24;1343164,11
XZAG;CBX;HRZB00ICBEX6;6.10.2021;2032,58;2041,32;2026,27;2033,11;0,03;1469775,79
XZAG;CBX;HRZB00ICBEX6;5.10.2021;2024,05;2034,8;2015,9;2032,58;0,26;1524680,11
XZAG;CBX;HRZB00ICBEX6;4.10.2021;2026,67;2035,9;2019,67;2027,35;0,16;1527593,44
XZAG;CBX;HRZB00ICBEX6;1.10.2021;1999,24;2027,36;1996,68;2024,03;1,24;2492471,26
XZAG;CBX;HRZB00ICBEX6;30.9.2021;1983,63;1999,92;1982,46;1999,24;0,79;3978050,85
XZAG;CBX;HRZB00ICBEX6;29.9.2021;1987,72;1991;1982,28;1983,63;-0,21;1435003,45
XZAG;CBX;HRZB00ICBEX6;28.9.2021;1980,46;1993,3;1980,15;1987,72;0,43;1199206,99
XZAG;CBX;HRZB00ICBEX6;27.9.2021;1975,21;1986,32;1971,6;1979,15;0,2;915707,23
XZAG;CBX;HRZB00ICBEX6;24.9.2021;1976,03;1981,79;1972,13;1975,21;-0,04;558809,15
XZAG;CBX;HRZB00ICBEX6;23.9.2021;1957,54;1978,93;1957,54;1976,03;0,95;693237,62
XZAG;CBX;HRZB00ICBEX6;22.9.2021;1948,39;1957,87;1947,36;1957,41;0,61;588928,34
XZAG;CBX;HRZB00ICBEX6;21.9.2021;1944,03;1950,9;1938,88;1945,53;0,31;3055988,71
XZAG;CBX;HRZB00ICBEX6;20.9.2021;1969,28;1969,28;1935,8;1939,57;-1,48;2271430,32
XZAG;CBX;HRZB00ICBEX6;17.9.2021;1968,69;1970,87;1967,85;1968,66;0;1830320,67
XZAG;CBX;HRZB00ICBEX6;16.9.2021;1970,3;1972,49;1967;1968,69;-0,03;1663985,92
XZAG;CBX;HRZB00ICBEX6;15.9.2021;1971,65;1973,4;1968,42;1969,22;-0,12;482464,52
XZAG;CBX;HRZB00ICBEX6;14.9.2021;1969,13;1972,85;1965,16;1971,65;0,15;699041,88
XZAG;CBX;HRZB00ICBEX6;13.9.2021;1970,61;1971,32;1964,12;1968,71;-0,21;593519,75
XZAG;CBX;HRZB00ICBEX6;10.9.2021;1957,16;1972,83;1956,42;1972,83;0,81;405746,1
XZAG;CBX;HRZB00ICBEX6;9.9.2021;1953,32;1957,16;1948,18;1956,95;0,12;373029,3
XZAG;CBX;HRZB00ICBEX6;8.9.2021;1962,48;1962,81;1954,17;1954,51;-0,41;332582,67
XZAG;CBX;HRZB00ICBEX6;7.9.2021;1959,1;1962,99;1957,18;1962,48;0,16;614993,28
XZAG;CBX;HRZB00ICBEX6;6.9.2021;1965,61;1967,78;1958,13;1959,38;-0,3;477833,72
XZAG;CBX;HRZB00ICBEX6;3.9.2021;1966,01;1969,62;1964,83;1965,37;-0,03;236472,37
XZAG;CBX;HRZB00ICBEX6;2.9.2021;1967,96;1972,01;1966,01;1966,01;-0,1;355105,8
XZAG;CBX;HRZB00ICBEX6;1.9.2021;1969,44;1979;1967,92;1967,92;0,02;860501,43
XZAG;CBX;HRZB00ICBEX6;31.8.2021;1971,09;1976,86;1967,54;1967,54;-0,18;759618,03
XZAG;CBX;HRZB00ICBEX6;30.8.2021;1966,71;1973,12;1964,99;1971,09;0,34;451377,01
XZAG;CBX;HRZB00ICBEX6;27.8.2021;1962,45;1970,57;1962,45;1964,42;0,07;463204,31
XZAG;CBX;HRZB00ICBEX6;26.8.2021;1957,8;1966,19;1955,18;1963;0,23;367915,74
XZAG;CBX;HRZB00ICBEX6;25.8.2021;1961,59;1964,14;1957,23;1958,4;-0,14;447765,02
XZAG;CBX;HRZB00ICBEX6;24.8.2021;1956,26;1962,76;1955,67;1961,18;0,25;856931,98
XZAG;CBX;HRZB00ICBEX6;23.8.2021;1948,81;1956,26;1942,53;1956,26;0,51;969138,83
XZAG;CBX;HRZB00ICBEX6;20.8.2021;1951,68;1952,6;1946,4;1946,4;-0,25;352842,07
XZAG;CBX;HRZB00ICBEX6;19.8.2021;1964,09;1964,09;1950,82;1951,26;-0,63;565602,48
XZAG;CBX;HRZB00ICBEX6;18.8.2021;1972,07;1974,64;1958,61;1963,58;-0,43;323216,07
XZAG;CBX;HRZB00ICBEX6;17.8.2021;1971,99;1974,98;1967,5;1972,07;0,05;473073,17
XZAG;CBX;HRZB00ICBEX6;16.8.2021;1965,5;1972,76;1963,9;1971,17;0,2;412480,23
XZAG;CBX;HRZB00ICBEX6;13.8.2021;1959,95;1967,29;1958,66;1967,29;0,35;247247,51
XZAG;CBX;HRZB00ICBEX6;12.8.2021;1963,95;1967,18;1959,92;1960,36;-0,18;471103,25
XZAG;CBX;HRZB00ICBEX6;11.8.2021;1962,58;1966,3;1961,79;1963,95;0;480703,27
XZAG;CBX;HRZB00ICBEX6;10.8.2021;1961,65;1965,5;1957,3;1963,92;0,12;335662,53
XZAG;CBX;HRZB00ICBEX6;9.8.2021;1959,8;1963,2;1956,08;1961,65;0,09;497739,66
XZAG;CBX;HRZB00ICBEX6;6.8.2021;1956,77;1959,8;1955,85;1959,8;0,13;313276,78
XZAG;CBX;HRZB00ICBEX6;4.8.2021;1956,19;1964,06;1955,16;1957,25;0,2;358609,23
XZAG;CBX;HRZB00ICBEX6;3.8.2021;1949,99;1955,32;1944,65;1953,4;0,21;344560,36
XZAG;CBX;HRZB00ICBEX6;2.8.2021;1949,65;1959,58;1947,93;1949,27;0,05;852485,09
XZAG;CBX;HRZB00ICBEX6;30.7.2021;1956,77;1958,68;1944,35;1948,31;-0,27;535851,83
XZAG;CBX;HRZB00ICBEX6;29.7.2021;1935,06;1953,65;1934,55;1953,65;1,01;499760,65
XZAG;CBX;HRZB00ICBEX6;28.7.2021;1930,3;1938,19;1929,59;1934,02;0,15;419080,25
XZAG;CBX;HRZB00ICBEX6;27.7.2021;1930,16;1935,36;1929,42;1931,03;0,07;779354,94
XZAG;CBX;HRZB00ICBEX6;26.7.2021;1931,43;1934,03;1927,57;1929,65;-0,07;578638,96
XZAG;CBX;HRZB00ICBEX6;23.7.2021;1925,44;1930,92;1924,71;1930,92;0,28;434834,74
XZAG;CBX;HRZB00ICBEX6;22.7.2021;1918,96;1925,44;1917,01;1925,44;0,36;530476,36
XZAG;CBX;HRZB00ICBEX6;21.7.2021;1923,97;1924,96;1916,82;1918,48;-0,29;386835,95
XZAG;CBX;HRZB00ICBEX6;20.7.2021;1915,14;1925,53;1915,14;1923,97;0,43;599332,1
XZAG;CBX;HRZB00ICBEX6;19.7.2021;1933,27;1935,96;1914,38;1915,69;-0,96;730658,87
XZAG;CBX;HRZB00ICBEX6;16.7.2021;1939,22;1939,22;1933,34;1934,31;-0,18;440202,8
XZAG;CBX;HRZB00ICBEX6;15.7.2021;1939,68;1941,77;1932,36;1937,76;-0,1;630255,07
XZAG;CBX;HRZB00ICBEX6;14.7.2021;1951,02;1953,62;1939,29;1939,79;-0,58;1094865,17
XZAG;CBX;HRZB00ICBEX6;13.7.2021;1958,38;1958,38;1948,02;1951,02;-0,38;829614,96
XZAG;CBX;HRZB00ICBEX6;12.7.2021;1954,03;1958,38;1949,7;1958,38;0,22;510002,53
XZAG;CBX;HRZB00ICBEX6;9.7.2021;1965,53;1970,55;1954,03;1954,03;-0,51;490417,34
XZAG;CBX;HRZB00ICBEX6;8.7.2021;1971,02;1971,02;1962,28;1964,13;-0,28;317479,56
XZAG;CBX;HRZB00ICBEX6;7.7.2021;1963,26;1970,81;1963,26;1969,68;0,45;309722,39
XZAG;CBX;HRZB00ICBEX6;6.7.2021;1967,75;1971,56;1960,86;1960,88;-0,35;1224238,49
XZAG;CBX;HRZB00ICBEX6;5.7.2021;1970,32;1970,78;1962,87;1967,75;-0,13;391274,24
XZAG;CBX;HRZB00ICBEX6;2.7.2021;1971,32;1976,31;1968,98;1970,32;-0,05;234750,9
