mic;symbol;isin;date;open_value;high_value;low_value;last_value;change_prev_close_percentage;turnover
XZAG;CBX;HRZB00ICBEX6;10.5.2017;1897,64;1900,64;1884,57;1897,07;-0,01;559886,37
XZAG;CBX;HRZB00ICBEX6;9.5.2017;1905,06;1905,06;1894,59;1897,23;-0,41;468918,18
XZAG;CBX;HRZB00ICBEX6;8.5.2017;1904,92;1910,6;1901;1905,02;0,03;715211,34
XZAG;CBX;HRZB00ICBEX6;5.5.2017;1892,87;1906,41;1888,02;1904,5;0,62;641174,23
XZAG;CBX;HRZB00ICBEX6;4.5.2017;1890,16;1896,13;1888,56;1892,76;0,14;806194,22
XZAG;CBX;HRZB00ICBEX6;3.5.2017;1901,87;1901,87;1886,87;1890,16;-0,65;537039,59
XZAG;CBX;HRZB00ICBEX6;2.5.2017;1902,54;1906,14;1891,46;1902,57;0,04;328823,05
XZAG;CBX;HRZB00ICBEX6;28.4.2017;1889,68;1907,16;1889,68;1901,87;0,69;1288785,27
XZAG;CBX;HRZB00ICBEX6;27.4.2017;1936,71;1938,82;1885,75;1888,86;-2,58;850449,78
XZAG;CBX;HRZB00ICBEX6;26.4.2017;1938,34;1940,3;1930,03;1938,92;0,07;2137249,22
XZAG;CBX;HRZB00ICBEX6;25.4.2017;1946,58;1949,89;1933,68;1937,55;-0,4;1120901,95
XZAG;CBX;HRZB00ICBEX6;24.4.2017;1949,79;1956,11;1940,07;1945,25;-0,2;660574,22
XZAG;CBX;HRZB00ICBEX6;21.4.2017;1949,11;1956,68;1943,41;1949,21;-0,03;1440402,82
XZAG;CBX;HRZB00ICBEX6;20.4.2017;1961,22;1961,36;1938,27;1949,77;-0,63;1861115,69
XZAG;CBX;HRZB00ICBEX6;19.4.2017;1944,77;1964,03;1942,56;1962,1;0,89;3228515,55
XZAG;CBX;HRZB00ICBEX6;18.4.2017;1905,28;1945,82;1905,25;1944,72;2,07;2487507,21
XZAG;CBX;HRZB00ICBEX6;13.4.2017;1903,33;1915,65;1893,64;1905,29;0,11;1191112,65
XZAG;CBX;HRZB00ICBEX6;12.4.2017;1939,51;1940,07;1892,93;1903,28;-1,88;2015866,34
XZAG;CBX;HRZB00ICBEX6;11.4.2017;1972,23;1972,64;1931,31;1939,72;-1,37;2806736,59
XZAG;CBX;HRZB00ICBEX6;10.4.2017;1950,43;1966,72;1950,43;1966,7;0,84;1287708,6
XZAG;CBX;HRZB00ICBEX6;7.4.2017;1928,8;1952,54;1928,8;1950,41;1,35;1389787,81
XZAG;CBX;HRZB00ICBEX6;6.4.2017;1946,83;1947,51;1866,58;1924,37;-1,14;3668681,5
XZAG;CBX;HRZB00ICBEX6;5.4.2017;1981,72;1983,5;1933,96;1946,65;-1,77;4035292,46
XZAG;CBX;HRZB00ICBEX6;4.4.2017;2035,15;2039,21;1981,45;1981,69;-2,63;3791676,53
XZAG;CBX;HRZB00ICBEX6;3.4.2017;1990,1;2042,63;1990,1;2035,31;2,31;3108940,72
XZAG;CBX;HRZB00ICBEX6;31.3.2017;1949,19;1995,74;1936,57;1989,27;1,84;5077229,74
XZAG;CBX;HRZB00ICBEX6;30.3.2017;2010,7;2012,53;1914,46;1953,39;-3,06;5433636,91
XZAG;CBX;HRZB00ICBEX6;29.3.2017;2074,38;2074,71;1988,07;2015,12;-2,98;4227772,06
XZAG;CBX;HRZB00ICBEX6;28.3.2017;2096,08;2100,86;2071,78;2077,12;-0,94;1756526,18
XZAG;CBX;HRZB00ICBEX6;27.3.2017;2112,26;2118,1;2091,91;2096,8;-0,76;1964720,83
XZAG;CBX;HRZB00ICBEX6;24.3.2017;2068,49;2117,24;2065,78;2112,83;2,31;1219889,59
XZAG;CBX;HRZB00ICBEX6;23.3.2017;2079,51;2079,51;2045,18;2065,15;-0,77;1793268,54
XZAG;CBX;HRZB00ICBEX6;22.3.2017;2134,52;2135,29;2079,04;2081,26;-2,42;2061244,57
XZAG;CBX;HRZB00ICBEX6;21.3.2017;2156,29;2156,93;2129,16;2132,91;-0,99;1604686,74
XZAG;CBX;HRZB00ICBEX6;20.3.2017;2177,22;2182,51;2153,3;2154,34;-1,05;1394772,8
XZAG;CBX;HRZB00ICBEX6;17.3.2017;2169,25;2185,58;2169,25;2177,24;0,4;4997002,44
XZAG;CBX;HRZB00ICBEX6;16.3.2017;2172;2178,47;2159,29;2168,63;-0,17;2598845,87
XZAG;CBX;HRZB00ICBEX6;15.3.2017;2219,78;2219,78;2150,99;2172,23;-2,11;4824060,27
XZAG;CBX;HRZB00ICBEX6;14.3.2017;2225,32;2229,63;2211,07;2219,1;-0,24;1201549,81
XZAG;CBX;HRZB00ICBEX6;13.3.2017;2225,08;2231,11;2222,62;2224,39;-0,03;660405,1
XZAG;CBX;HRZB00ICBEX6;10.3.2017;2218,43;2226,14;2217,03;2225,09;0,3;953780,57
XZAG;CBX;HRZB00ICBEX6;9.3.2017;2228,37;2229,53;2215,41;2218,41;-0,36;921887,79
XZAG;CBX;HRZB00ICBEX6;8.3.2017;2210,57;2226,37;2210,57;2226,37;0,75;1924237,9
XZAG;CBX;HRZB00ICBEX6;7.3.2017;2210,12;2214,89;2203,52;2209,86;0,01;2306195,5
XZAG;CBX;HRZB00ICBEX6;6.3.2017;2218,39;2219,02;2203,92;2209,54;-0,4;1493900,42
XZAG;CBX;HRZB00ICBEX6;3.3.2017;2221,86;2223,88;2213,6;2218,38;-0,12;1522874,16
XZAG;CBX;HRZB00ICBEX6;2.3.2017;2207,02;2221,88;2207,02;2221,05;0,64;1044265,5
XZAG;CBX;HRZB00ICBEX6;1.3.2017;2221;2222,09;2206,71;2206,95;-0,63;1517205,2
XZAG;CBX;HRZB00ICBEX6;28.2.2017;2228,79;2233,95;2210,71;2221,02;-0,38;3734195,52
XZAG;CBX;HRZB00ICBEX6;27.2.2017;2243,47;2248,39;2225,26;2229,39;-0,63;1093697,64
XZAG;CBX;HRZB00ICBEX6;24.2.2017;2246,39;2254,86;2227,24;2243,46;-0,13;1648320,83
XZAG;CBX;HRZB00ICBEX6;23.2.2017;2234,27;2250,97;2232,23;2246,34;0,54;2273251,7
XZAG;CBX;HRZB00ICBEX6;22.2.2017;2224,7;2234,26;2209,43;2234,26;0,39;2302101,19
XZAG;CBX;HRZB00ICBEX6;21.2.2017;2223,57;2233,47;2216,45;2225,48;0,11;2060127,81
XZAG;CBX;HRZB00ICBEX6;20.2.2017;2191,42;2223,27;2186,12;2222,97;1,38;2199173,79
XZAG;CBX;HRZB00ICBEX6;17.2.2017;2180,55;2193,83;2174,91;2192,75;0,56;1255057,91
XZAG;CBX;HRZB00ICBEX6;16.2.2017;2166,71;2185,2;2166,14;2180,57;0,65;830569,73
XZAG;CBX;HRZB00ICBEX6;15.2.2017;2168,87;2172,06;2163,97;2166,44;-0,11;1275316,67
XZAG;CBX;HRZB00ICBEX6;14.2.2017;2156,71;2177,46;2156,71;2168,85;0,67;1327871,31
XZAG;CBX;HRZB00ICBEX6;13.2.2017;2163,33;2165,24;2145,52;2154,48;-0,4;1245362,65
XZAG;CBX;HRZB00ICBEX6;10.2.2017;2176,38;2179,06;2162,59;2163,03;-0,61;792149,31
XZAG;CBX;HRZB00ICBEX6;9.2.2017;2184,94;2186,27;2169,63;2176,26;-0,38;1025711,72
XZAG;CBX;HRZB00ICBEX6;8.2.2017;2190,26;2192,04;2178,02;2184,58;-0,24;2076456,22
XZAG;CBX;HRZB00ICBEX6;7.2.2017;2182,77;2196,03;2182,77;2189,82;0,36;3233334,03
XZAG;CBX;HRZB00ICBEX6;6.2.2017;2171,28;2188,55;2170,01;2182,06;0,54;1967031,03
XZAG;CBX;HRZB00ICBEX6;3.2.2017;2147,66;2171,91;2146,21;2170,28;1,04;2131408,19
XZAG;CBX;HRZB00ICBEX6;2.2.2017;2151,75;2155,51;2146,8;2147,92;-0,18;1555166,35
XZAG;CBX;HRZB00ICBEX6;1.2.2017;2145,16;2152,04;2136,38;2151,72;0,42;1570207,25
XZAG;CBX;HRZB00ICBEX6;31.1.2017;2124,92;2146,14;2119,18;2142,69;0,84;1968430,29
XZAG;CBX;HRZB00ICBEX6;30.1.2017;2109,86;2126,81;2108,35;2124,91;0,76;2044009,29
XZAG;CBX;HRZB00ICBEX6;27.1.2017;2109,58;2111,43;2100;2108,89;-0,01;1596057,93
XZAG;CBX;HRZB00ICBEX6;26.1.2017;2088,3;2109,45;2086,8;2109,13;1,02;775805,85
XZAG;CBX;HRZB00ICBEX6;25.1.2017;2093,28;2096,31;2087,05;2087,78;-0,24;664000,57
XZAG;CBX;HRZB00ICBEX6;24.1.2017;2092,6;2098,25;2089,2;2092,84;0,02;930914,04
XZAG;CBX;HRZB00ICBEX6;23.1.2017;2096,37;2096,37;2081,93;2092,5;-0,19;615901,3
XZAG;CBX;HRZB00ICBEX6;20.1.2017;2084,1;2096,69;2083,39;2096,56;0,61;623224,06
XZAG;CBX;HRZB00ICBEX6;19.1.2017;2078,14;2095,5;2076,4;2083,84;0,21;829332,26
XZAG;CBX;HRZB00ICBEX6;18.1.2017;2078,81;2079,52;2072,09;2079,52;0,04;709478,16
XZAG;CBX;HRZB00ICBEX6;17.1.2017;2070,99;2080,66;2067,48;2078,59;0,38;800131,96
XZAG;CBX;HRZB00ICBEX6;16.1.2017;2076,02;2080,05;2068,76;2070,73;-0,25;449754,08
XZAG;CBX;HRZB00ICBEX6;13.1.2017;2069,62;2077,14;2062,68;2075,95;0,31;549045,72
XZAG;CBX;HRZB00ICBEX6;12.1.2017;2078,75;2081,57;2068,75;2069,59;-0,44;1064134,47
XZAG;CBX;HRZB00ICBEX6;11.1.2017;2056,45;2078,74;2056,45;2078,74;1,1;1435052,93
XZAG;CBX;HRZB00ICBEX6;10.1.2017;2036,34;2062,35;2035,01;2056,04;0,98;1863711,95
XZAG;CBX;HRZB00ICBEX6;9.1.2017;2030,25;2036,15;2029,82;2036,13;0,29;515826,97
XZAG;CBX;HRZB00ICBEX6;5.1.2017;2022,99;2038,97;2019,33;2030,28;0,36;923482,99
XZAG;CBX;HRZB00ICBEX6;4.1.2017;2024,27;2030,65;2020,72;2022,98;-0,11;1249596,99
XZAG;CBX;HRZB00ICBEX6;3.1.2017;1992,8;2025,28;1992,8;2025,19;1,67;1398908,06
XZAG;CBX;HRZB00ICBEX6;2.1.2017;1995,49;1996,56;1988,15;1991,97;-0,14;792257,84
XZAG;CBX;HRZB00ICBEX6;30.12.2016;1991,84;2000,06;1988,17;1994,84;0,18;1393352,37
XZAG;CBX;HRZB00ICBEX6;29.12.2016;1997,06;1997,06;1982,72;1991,33;-0,38;1455974,21
XZAG;CBX;HRZB00ICBEX6;28.12.2016;1998,84;2005,03;1994,22;1998,86;0,04;599800,73
XZAG;CBX;HRZB00ICBEX6;27.12.2016;1992,53;1998,98;1990,29;1998,11;0,34;489592,58
XZAG;CBX;HRZB00ICBEX6;23.12.2016;1984,27;1991,51;1984,27;1991,43;0,36;333268,66
XZAG;CBX;HRZB00ICBEX6;22.12.2016;1984,44;1984,44;1979;1984,25;-0,01;599970,2
XZAG;CBX;HRZB00ICBEX6;21.12.2016;1969,37;1985,82;1968,55;1984,46;0,71;841797,9
XZAG;CBX;HRZB00ICBEX6;20.12.2016;1966,7;1971,36;1965,8;1970,48;0,17;214044,67
XZAG;CBX;HRZB00ICBEX6;19.12.2016;1969,76;1974,3;1966,26;1967,12;-0,06;523637,89
XZAG;CBX;HRZB00ICBEX6;16.12.2016;1963,55;1971,94;1963,52;1968,33;0,24;382528,27
XZAG;CBX;HRZB00ICBEX6;15.12.2016;1985,74;1986;1961,97;1963,53;-1,12;1060383,96
XZAG;CBX;HRZB00ICBEX6;14.12.2016;1985,67;1985,74;1979,15;1985,74;0,04;403374,79
XZAG;CBX;HRZB00ICBEX6;13.12.2016;1986,55;1988,63;1980,22;1984,9;-0,05;606319,65
XZAG;CBX;HRZB00ICBEX6;12.12.2016;1984,3;1989,32;1983,99;1985,9;0,15;527502,85
XZAG;CBX;HRZB00ICBEX6;9.12.2016;1987,61;1990,97;1981,28;1982,98;-0,29;648133,66
XZAG;CBX;HRZB00ICBEX6;8.12.2016;1987,08;1994,61;1982,59;1988,67;0,01;575404,69
XZAG;CBX;HRZB00ICBEX6;7.12.2016;1975,23;1992,8;1974,53;1988,47;0,67;691461,47
XZAG;CBX;HRZB00ICBEX6;6.12.2016;1975,03;1983,25;1972,1;1975,23;-0,02;793348,09
XZAG;CBX;HRZB00ICBEX6;5.12.2016;1985,45;1985,45;1975,54;1975,54;-0,54;600093,05
XZAG;CBX;HRZB00ICBEX6;2.12.2016;1985,34;1989,81;1977,27;1986,33;0,01;1123299,18
XZAG;CBX;HRZB00ICBEX6;1.12.2016;1997,67;1997,67;1984,87;1986,23;-0,58;1015005,04
XZAG;CBX;HRZB00ICBEX6;30.11.2016;1992,05;2000,05;1990,41;1997,81;0,27;1298740,62
XZAG;CBX;HRZB00ICBEX6;29.11.2016;1985,24;1992,59;1984,73;1992,47;0,29;340732,45
XZAG;CBX;HRZB00ICBEX6;28.11.2016;1992,21;1995,15;1980,74;1986,76;-0,29;568645,02
XZAG;CBX;HRZB00ICBEX6;25.11.2016;1983,77;1996,51;1983,77;1992,49;0,42;522954,58
XZAG;CBX;HRZB00ICBEX6;24.11.2016;1991,72;1996,5;1983,21;1984,18;-0,35;827652,54
XZAG;CBX;HRZB00ICBEX6;23.11.2016;1986,01;1991,06;1984,08;1991,06;0,29;725826,01
XZAG;CBX;HRZB00ICBEX6;22.11.2016;1983,54;1992,5;1981,79;1985,21;0,11;1039455,71
XZAG;CBX;HRZB00ICBEX6;21.11.2016;1979,41;1984,05;1974,78;1982,94;0,22;470339,7
XZAG;CBX;HRZB00ICBEX6;18.11.2016;1975,34;1979,18;1966,92;1978,63;0,16;776344,19
XZAG;CBX;HRZB00ICBEX6;17.11.2016;1964,72;1975,42;1964,27;1975,42;0,54;625135,89
XZAG;CBX;HRZB00ICBEX6;16.11.2016;1974,05;1980,25;1963,86;1964,72;-0,44;990219,84
XZAG;CBX;HRZB00ICBEX6;15.11.2016;1974,9;1979,41;1969,39;1973,38;-0,13;1214677,95
XZAG;CBX;HRZB00ICBEX6;14.11.2016;1962,87;1978,23;1962,77;1975,95;0,67;2053779,14
XZAG;CBX;HRZB00ICBEX6;11.11.2016;1946,72;1964;1943,32;1962,86;0,86;752239,31
XZAG;CBX;HRZB00ICBEX6;10.11.2016;1931,49;1947,65;1930,44;1946,14;0,79;459091,36
XZAG;CBX;HRZB00ICBEX6;9.11.2016;1930,13;1937,82;1899,54;1930,81;-0,14;1134676,08
XZAG;CBX;HRZB00ICBEX6;8.11.2016;1938,75;1940,13;1932,07;1933,55;-0,29;596433,15
XZAG;CBX;HRZB00ICBEX6;7.11.2016;1945,61;1953,76;1939,01;1939,14;-0,4;1007371,66
XZAG;CBX;HRZB00ICBEX6;4.11.2016;1943,63;1958,84;1941,42;1946,98;0,14;691403,03
XZAG;CBX;HRZB00ICBEX6;3.11.2016;1940,02;1946,82;1934,4;1944,21;0,21;1179683,34
XZAG;CBX;HRZB00ICBEX6;2.11.2016;1959,39;1962,08;1937,1;1940,08;-0,96;1022860,9
XZAG;CBX;HRZB00ICBEX6;31.10.2016;1964,4;1969,99;1956,58;1958,94;-0,28;362524,82
XZAG;CBX;HRZB00ICBEX6;28.10.2016;1964,37;1969,37;1959,43;1964,41;-0,02;598208,71
XZAG;CBX;HRZB00ICBEX6;27.10.2016;1970,37;1978,97;1961,1;1964,78;-0,26;1500559,02
XZAG;CBX;HRZB00ICBEX6;26.10.2016;1971,38;1976,61;1969,56;1969,94;0,2;886570,57
XZAG;CBX;HRZB00ICBEX6;25.10.2016;1961,2;1970,76;1960,24;1966,1;0,27;908934,48
XZAG;CBX;HRZB00ICBEX6;24.10.2016;1959,64;1965,58;1955,57;1960,73;0,05;1433329,78
XZAG;CBX;HRZB00ICBEX6;21.10.2016;1965,66;1967,84;1955,22;1959,68;-0,33;1232561,96
XZAG;CBX;HRZB00ICBEX6;20.10.2016;1980,93;1982,09;1964,97;1966,23;-0,78;804293,1
XZAG;CBX;HRZB00ICBEX6;19.10.2016;1982,46;1989,64;1975,65;1981,71;-0,04;3327579,02
XZAG;CBX;HRZB00ICBEX6;18.10.2016;1972,02;1982,46;1970,79;1982,46;0,55;962016,72
XZAG;CBX;HRZB00ICBEX6;17.10.2016;1972,31;1978,12;1969,63;1971,55;-0,04;631722,63
XZAG;CBX;HRZB00ICBEX6;14.10.2016;1971,82;1976,64;1970,49;1972,42;0,04;421551,16
XZAG;CBX;HRZB00ICBEX6;13.10.2016;1990,62;1995,85;1971,43;1971,69;-0,96;825262,19
XZAG;CBX;HRZB00ICBEX6;12.10.2016;2002,44;2005,2;1990,31;1990,88;-0,56;532175,28
XZAG;CBX;HRZB00ICBEX6;11.10.2016;1997,61;2002,87;1990,64;2002,11;0,23;708812,59
XZAG;CBX;HRZB00ICBEX6;10.10.2016;1991,76;2006,24;1985,96;1997,46;0,27;1015399,65
XZAG;CBX;HRZB00ICBEX6;7.10.2016;1971,05;1994,71;1971,05;1992,03;1,14;1052384,44
XZAG;CBX;HRZB00ICBEX6;6.10.2016;1965,88;1979,71;1965,4;1969,6;0,21;702495,26
XZAG;CBX;HRZB00ICBEX6;5.10.2016;1957,72;1968,74;1953,58;1965,48;0,41;734517,76
XZAG;CBX;HRZB00ICBEX6;4.10.2016;1942,93;1957,56;1941,73;1957,53;0,75;829015,14
XZAG;CBX;HRZB00ICBEX6;3.10.2016;1941,13;1950,61;1939,71;1942,94;0,08;1007677,3
XZAG;CBX;HRZB00ICBEX6;30.9.2016;1938,71;1942,85;1935,36;1941,32;0,13;1743800,51
XZAG;CBX;HRZB00ICBEX6;29.9.2016;1939,73;1942,56;1937,69;1938,72;-0,07;777311,02
XZAG;CBX;HRZB00ICBEX6;28.9.2016;1941,54;1951,51;1939,41;1940,03;-0,16;940932,31
XZAG;CBX;HRZB00ICBEX6;27.9.2016;1947,48;1948,55;1939,48;1943,21;-0,29;1299328,96
XZAG;CBX;HRZB00ICBEX6;26.9.2016;1938,4;1955,28;1937,09;1948,92;0,61;1941157,12
XZAG;CBX;HRZB00ICBEX6;23.9.2016;1913,52;1938,11;1913,27;1937,17;1,22;1494220,05
XZAG;CBX;HRZB00ICBEX6;22.9.2016;1892,89;1914,61;1891,5;1913,77;1,08;1334651,92
XZAG;CBX;HRZB00ICBEX6;21.9.2016;1884,45;1899,11;1884,45;1893,37;0,48;1485513,31
XZAG;CBX;HRZB00ICBEX6;20.9.2016;1880,65;1886,34;1876,86;1884,28;0,22;1095302,32
XZAG;CBX;HRZB00ICBEX6;19.9.2016;1875,67;1880,06;1871,16;1880,06;0,22;1250180,21
XZAG;CBX;HRZB00ICBEX6;16.9.2016;1880,39;1880,96;1870,23;1875,9;-0,29;2646300,92
XZAG;CBX;HRZB00ICBEX6;15.9.2016;1865,05;1882,44;1865,05;1881,38;0,88;2686738,76
XZAG;CBX;HRZB00ICBEX6;14.9.2016;1868,62;1871,56;1861,47;1864,99;-0,22;800371,12
XZAG;CBX;HRZB00ICBEX6;13.9.2016;1852,66;1870,95;1852,42;1869,19;0,9;793418,11
XZAG;CBX;HRZB00ICBEX6;12.9.2016;1851,61;1857,26;1848,67;1852,59;0,08;659567,35
XZAG;CBX;HRZB00ICBEX6;9.9.2016;1838,53;1854,42;1836,36;1851,17;0,7;2000378,58
XZAG;CBX;HRZB00ICBEX6;8.9.2016;1836,57;1839,58;1833,57;1838,29;0,1;2205957,08
XZAG;CBX;HRZB00ICBEX6;7.9.2016;1826,5;1836,95;1826,19;1836,51;0,64;639418,21
XZAG;CBX;HRZB00ICBEX6;6.9.2016;1817,22;1824,83;1817,22;1824,81;0,43;887591,73
XZAG;CBX;HRZB00ICBEX6;5.9.2016;1823,85;1824,03;1810;1817,05;-0,36;980113,37
XZAG;CBX;HRZB00ICBEX6;2.9.2016;1824,29;1825,83;1819,66;1823,65;-0,03;749603,9
XZAG;CBX;HRZB00ICBEX6;1.9.2016;1818,22;1829,24;1817,7;1824,23;0,32;1316369,78
XZAG;CBX;HRZB00ICBEX6;31.8.2016;1809,43;1819,62;1809,07;1818,39;0,48;623978,07
XZAG;CBX;HRZB00ICBEX6;30.8.2016;1806,91;1812,14;1806,33;1809,64;0,11;374947,65
XZAG;CBX;HRZB00ICBEX6;29.8.2016;1808,74;1808,74;1802,4;1807,66;-0,05;866569,87
XZAG;CBX;HRZB00ICBEX6;26.8.2016;1804,55;1810,19;1802,61;1808,54;0,21;284559,57
XZAG;CBX;HRZB00ICBEX6;25.8.2016;1799,96;1805,83;1798,14;1804,81;0,27;535173,66
XZAG;CBX;HRZB00ICBEX6;24.8.2016;1799,91;1801,39;1796,71;1799,97;0;396908,28
XZAG;CBX;HRZB00ICBEX6;23.8.2016;1795,22;1801,44;1793,04;1799,9;0,25;543611,57
XZAG;CBX;HRZB00ICBEX6;22.8.2016;1793,09;1796,14;1790,25;1795,36;0,14;885711,15
XZAG;CBX;HRZB00ICBEX6;19.8.2016;1786,97;1796,07;1785,47;1792,81;0,33;867082,45
XZAG;CBX;HRZB00ICBEX6;18.8.2016;1789;1796,5;1786,37;1786,9;-0,12;1059056,01
XZAG;CBX;HRZB00ICBEX6;17.8.2016;1784,77;1795,56;1784,21;1789,03;0,23;938609,61
XZAG;CBX;HRZB00ICBEX6;16.8.2016;1785,73;1787,3;1781,22;1784,99;-0,07;463935
XZAG;CBX;HRZB00ICBEX6;12.8.2016;1782,81;1789,25;1781,98;1786,31;0,2;366009,39
XZAG;CBX;HRZB00ICBEX6;11.8.2016;1784,84;1789,96;1782,81;1782,81;-0,11;463772,23
XZAG;CBX;HRZB00ICBEX6;10.8.2016;1785,3;1786,63;1783,35;1784,82;-0,01;314263,71
XZAG;CBX;HRZB00ICBEX6;9.8.2016;1781,1;1785,16;1781,1;1785,01;0,23;603124,26
XZAG;CBX;HRZB00ICBEX6;8.8.2016;1770,27;1780,9;1770,27;1780,9;0,6;389933,64
XZAG;CBX;HRZB00ICBEX6;4.8.2016;1773,1;1773,89;1766,16;1770,25;-0,17;333073,87
XZAG;CBX;HRZB00ICBEX6;3.8.2016;1757,84;1775,05;1757,55;1773,18;0,85;1704644,36
XZAG;CBX;HRZB00ICBEX6;2.8.2016;1763,41;1769,25;1757,82;1758,32;-0,29;471962,01
XZAG;CBX;HRZB00ICBEX6;1.8.2016;1774,27;1775,22;1760,87;1763,4;-0,6;456968,22
XZAG;CBX;HRZB00ICBEX6;29.7.2016;1764,33;1773,97;1762,86;1773,97;0,54;476788,16
XZAG;CBX;HRZB00ICBEX6;28.7.2016;1768,69;1782,68;1764,46;1764,47;-0,15;674090,48
XZAG;CBX;HRZB00ICBEX6;27.7.2016;1758,53;1776,78;1758,53;1767,19;0,5;933891,44
XZAG;CBX;HRZB00ICBEX6;26.7.2016;1752,02;1759,85;1751,95;1758,38;0,34;803885,18
XZAG;CBX;HRZB00ICBEX6;25.7.2016;1749,83;1754,57;1749,83;1752,37;0,15;1022466,22
XZAG;CBX;HRZB00ICBEX6;22.7.2016;1745,96;1749,96;1742,9;1749,83;0,21;361017,07
XZAG;CBX;HRZB00ICBEX6;21.7.2016;1747,84;1749,09;1738,66;1746,23;-0,08;437267,64
XZAG;CBX;HRZB00ICBEX6;20.7.2016;1732,15;1748,04;1729,46;1747,59;0,78;701056,62
XZAG;CBX;HRZB00ICBEX6;19.7.2016;1723,93;1735,88;1722,74;1734,05;0,59;970398,77
XZAG;CBX;HRZB00ICBEX6;18.7.2016;1724,35;1728,87;1719,81;1723,94;-0,02;409197,27
XZAG;CBX;HRZB00ICBEX6;15.7.2016;1719,42;1724,83;1719,42;1724,23;0,28;577607,81
XZAG;CBX;HRZB00ICBEX6;14.7.2016;1719,47;1724,11;1717,56;1719,41;0;352736,85
XZAG;CBX;HRZB00ICBEX6;13.7.2016;1720,83;1721,54;1715,6;1719,48;-0,07;438092,27
XZAG;CBX;HRZB00ICBEX6;12.7.2016;1713,62;1721,4;1712,88;1720,72;0,41;1056032,77
XZAG;CBX;HRZB00ICBEX6;11.7.2016;1723,8;1724,39;1710,26;1713,64;-0,59;453491,55
XZAG;CBX;HRZB00ICBEX6;8.7.2016;1713,02;1723,79;1712,8;1723,79;0,61;582614,3
XZAG;CBX;HRZB00ICBEX6;7.7.2016;1695,85;1713,26;1694,94;1713,26;1,03;536223,23
XZAG;CBX;HRZB00ICBEX6;6.7.2016;1693,95;1700,88;1693,18;1695,83;0,11;498002,15
XZAG;CBX;HRZB00ICBEX6;5.7.2016;1685,51;1697;1683,57;1693,96;0,5;255683,83
XZAG;CBX;HRZB00ICBEX6;4.7.2016;1679,6;1686,38;1674,41;1685,49;0,36;351020,43
XZAG;CBX;HRZB00ICBEX6;1.7.2016;1677,15;1682,25;1675,15;1679,48;0,21;262458,16
XZAG;CBX;HRZB00ICBEX6;30.6.2016;1666,82;1679,1;1666,76;1675,95;0,55;958468,74
XZAG;CBX;HRZB00ICBEX6;29.6.2016;1663,19;1669,74;1657,3;1666,82;0,23;525878,74
XZAG;CBX;HRZB00ICBEX6;28.6.2016;1649,49;1663,05;1649,38;1663,05;0,82;534041,63
XZAG;CBX;HRZB00ICBEX6;27.6.2016;1653,46;1653,62;1643,84;1649,57;-0,23;385883,95
XZAG;CBX;HRZB00ICBEX6;24.6.2016;1680,05;1681,38;1650,2;1653,32;-1,65;888581,47
XZAG;CBX;HRZB00ICBEX6;23.6.2016;1682,19;1686,1;1679,6;1681,08;-0,08;572862,02
XZAG;CBX;HRZB00ICBEX6;21.6.2016;1683,24;1687,59;1680,32;1682,35;-0,05;539152,3
XZAG;CBX;HRZB00ICBEX6;20.6.2016;1678,74;1685,85;1676,69;1683,25;0,26;389975,6
XZAG;CBX;HRZB00ICBEX6;17.6.2016;1682,68;1682,72;1675,98;1678,85;-0,25;567674,32
XZAG;CBX;HRZB00ICBEX6;16.6.2016;1686,21;1688,56;1682,61;1683,02;-0,22;1068082,76
XZAG;CBX;HRZB00ICBEX6;15.6.2016;1690,52;1690,52;1686,06;1686,68;-0,24;588225,45
XZAG;CBX;HRZB00ICBEX6;14.6.2016;1689,65;1695,02;1687,11;1690,8;0,06;1064534,35
XZAG;CBX;HRZB00ICBEX6;13.6.2016;1694,92;1695,5;1687,7;1689,71;-0,31;305439,82
XZAG;CBX;HRZB00ICBEX6;10.6.2016;1699,63;1700,93;1691,91;1694,96;-0,41;225105,03
XZAG;CBX;HRZB00ICBEX6;9.6.2016;1703,1;1703,1;1699,25;1701,99;-0,07;488355,03
XZAG;CBX;HRZB00ICBEX6;8.6.2016;1701,1;1704,12;1697,33;1703,1;0,2;581246,19
XZAG;CBX;HRZB00ICBEX6;7.6.2016;1698,39;1703,83;1696,21;1699,77;0,1;518270,98
XZAG;CBX;HRZB00ICBEX6;6.6.2016;1704,12;1704,12;1696,54;1697,99;-0,36;384036,79
XZAG;CBX;HRZB00ICBEX6;3.6.2016;1703,95;1704,14;1698,51;1704,14;-0,42;577974,89
XZAG;CBX;HRZB00ICBEX6;2.6.2016;1713,78;1717,86;1710,21;1711,32;-0,04;1184011,65
XZAG;CBX;HRZB00ICBEX6;1.6.2016;1704,61;1713,54;1703,82;1712,03;0,43;359552,93
XZAG;CBX;HRZB00ICBEX6;31.5.2016;1712,17;1713,83;1703,8;1704,64;-0,43;548693,52
XZAG;CBX;HRZB00ICBEX6;30.5.2016;1721,42;1722,49;1708,99;1712,06;-0,55;670834,09
XZAG;CBX;HRZB00ICBEX6;27.5.2016;1716,01;1721,49;1713,65;1721,49;0,32;650687,14
XZAG;CBX;HRZB00ICBEX6;25.5.2016;1708,61;1716,05;1706,98;1716,02;0,43;673553,99
